3e-05,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.01659,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.0325,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.04847,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.06431,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.0802,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.09591,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.11171,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.12744,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.14335,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.15914,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.17484,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.19058,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.20592,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.22161,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.23709,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.25268,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.26829,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.28377,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.29926,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.31461,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.3303,0.993,1.515,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.34576,0.993,1.515,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.36138,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.37674,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.39221,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.40747,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.42282,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.43783,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.45291,0.992,1.515,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.468,0.992,1.515,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.48311,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.49806,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.51296,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.52802,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.54295,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.55799,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.57274,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.58759,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.60244,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.61731,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.63221,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.64706,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.662,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.67668,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.69154,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.7059,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.72069,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.73505,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.74976,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.76415,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.77869,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.79299,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.8075,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.82192,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.83608,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.85046,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
0.86469,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.87927,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.89361,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.90819,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.92274,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.9371,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.95156,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.96577,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.98015,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
0.99425,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.00868,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.65208,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.66842,0.992,1.513,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.68643,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.70077,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.71495,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.72955,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.74385,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.75834,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.77358,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.78795,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.8022,0.992,1.513,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.81636,0.992,1.515,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.83081,0.993,1.515,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.84501,0.993,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.85948,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.87363,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.88801,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.90222,0.992,1.514,2.017,-99.0,-99.0,14471097.924071591,0.995,1.504
1.91637,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
1.93086,0.992,1.514,2.016,-99.0,-99.0,14471097.924071591,0.995,1.504
