2e-05,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.0165,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.03208,1.001,1.508,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.04762,1.001,1.508,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.06297,1.001,1.508,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.07832,1.001,1.508,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.0936,1.001,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.10895,1.001,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.12427,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.13974,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.15512,1.001,1.509,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.17067,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.18609,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.20134,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.2168,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.23225,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.24775,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.26318,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.27866,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.29395,1.001,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.30931,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.32472,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.34018,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.35558,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.37088,1.0,1.508,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.38622,1.0,1.508,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.40144,1.0,1.508,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.41774,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.43438,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.45088,1.001,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.46697,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.48315,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.49945,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.51546,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.53192,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.54813,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.56421,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.58036,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.59638,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.61274,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.62919,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.6451,1.0,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.66154,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.67783,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.69407,1.001,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.71034,1.001,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.72614,1.001,1.509,2.016,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.74227,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.75815,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.77387,1.001,1.509,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
0.79007,1.001,1.508,2.017,-99.0,-99.0,14471079.461518696,0.0,0.995,1.504
